Sample	Estandardized_sample_nameR
08OR-58	08OR_58
08OR-59	08OR_59
08OR-60	08OR_60
08OR-61	08OR_61
08OR-62	08OR_62
08OR-63	08OR_63
08OR-64	08OR_64
08OR-65	08OR_65
08OR-66	08OR_66
08OR-67	08OR_67
08OR-68	08OR_68
08OR-69	08OR_69
08OR-70	08OR_70
08OR-71	08OR_71
08OR-72	08OR_72
08OR-73	08OR_73
08OR-74	08OR_74
08OR-75	08OR_75
08OR-76	08OR_76
08OR-77	08OR_77
08OR-78	08OR_78
08OR-79	08OR_79
08OR-80	08OR_80
08OR-81	08OR_81
08OR-82	08OR_82
08OR-83	08OR_83
08OR-84	08OR_84
08OR-85	08OR_85
08OR-86	08OR_86
08OR-87	08OR_87
08OR-88	08OR_88
08OR-89	08OR_89
08OR-90	08OR_90
08OR-91	08OR_91
08OR-92	08OR_92
08OR-93	08OR_93
08OR-94	08OR_94
08OR-95	08OR_95
08OR-96	08OR_96
FB2R01-F3-11-2	FB2R01_F3_11_2
FB2R02-F3-13-1	FB2R02_F3_13_1
FB2R03-F3-14-3	FB2R03_F3_14_3
FB2R04-F3-15-1	FB2R04_F3_15_1
FB2R05-F3-16-2	FB2R05_F3_16_2
FB2R06-F3-19-1	FB2R06_F3_19_1
FB2R07-F3-21-1	FB2R07_F3_21_1
FB2R08-F3-23-3	FB2R08_F3_23_3
FB2R09-F3-24-3	FB2R09_F3_24_3
FB2R10-F3-25-1	FB2R10_F3_25_1
FB2R11-F3-26-1	FB2R11_F3_26_1
FB2R12-F3-4-1	FB2R12_F3_4_1
FB2R13-F3-6-1	FB2R13_F3_6_1
FB2R14-F3-8-1	FB2R14_F3_8_1
FB2R15-F3-9-1	FB2R15_F3_9_1
FB2R16-F4-11-2	FB2R16_F4_11_2
FB2R17-F4-12-3	FB2R17_F4_12_3
FB2R18-F4-13-2	FB2R18_F4_13_2
FB2R19-F4-14-3	FB2R19_F4_14_3
FB2R20-F4-15-3	FB2R20_F4_15_3
FB2R21-F4-16-3	FB2R21_F4_16_3
FB2R22-F4-6-1	FB2R22_F4_6_1
FB2R23-F4-7-1	FB2R23_F4_7_1
FB2R24-10-2	FB2R24_10_2
FB2R25-11-1	FB2R25_11_1
FB2R26-12-2	FB2R26_12_2
FB2R27-14-2	FB2R27_14_2
FB2R28-15-1	FB2R28_15_1
FB2R29-16-1	FB2R29_16_1
FB2R30-18-3	FB2R30_18_3
FB2R31-5-2	FB2R31_5_2
FB2R32-6-1	FB2R32_6_1
FB2R33-7-1	FB2R33_7_1
FB2R34-8-3	FB2R34_8_3
FB2R35-9-2	FB2R35_9_2
FB2R36-10-1	FB2R36_10_1
FB2R37-11-2	FB2R37_11_2
FB2R38-12-2	FB2R38_12_2
FB2R39-13-1	FB2R39_13_1
FB2R40-14-3	FB2R40_14_3
FB2R41-16-2	FB2R41_16_2
FB2R42-17-1	FB2R42_17_1
FB2R43-18-3	FB2R43_18_3
FB2R44-19-1	FB2R44_19_1
FB2R45-20-1	FB2R45_20_1
FB2R46-21-2	FB2R46_21_2
FB2R47-22-3	FB2R47_22_3
FB2R48-3-3	FB2R48_3_3
FB2R49-4-1	FB2R49_4_1
FB2R50-5-1	FB2R50_5_1
FB2R51-6-1	FB2R51_6_1
FB2R52-7-1	FB2R52_7_1
FB2R53-8-1	FB2R53_8_1
FB2R54-9-2	FB2R54_9_2
FB6R01-4-3	FB6R01_4_3
FB6R02-22-2	FB6R02_22_2
FB6R03-7-3	FB6R03_7_3
FB6R04-10-2	FB6R04_10_2
FB6R05-25-1	FB6R05_25_1
FB6R06-15-2	FB6R06_15_2
FB6R07-13-2	FB6R07_13_2
FB6R08-21-2	FB6R08_21_2
FB6R09-24-3	FB6R09_24_3
FB6R10-9-3	FB6R10_9_3
FB6R11-10-1	FB6R11_10_1
FB6R12-10-2	FB6R12_10_2
FB6R13-11-1	FB6R13_11_1
FB6R14-13-2	FB6R14_13_2
FB6R15-13-3	FB6R15_13_3
FB6R16-8-1	FB6R16_8_1
FB6R17-8-2	FB6R17_8_2
FB6R18-1-1	FB6R18_1_1
FB6R19-1-11	FB6R19_1_11
FB6R20-1-12	FB6R20_1_12
FB6R21-1-13	FB6R21_1_13
FB6R22-1-14	FB6R22_1_14
FB6R23-1-2	FB6R23_1_2
FB6R24-1-3	FB6R24_1_3
FB6R25-1-4	FB6R25_1_4
FB6R26-1-5	FB6R26_1_5
FB6R27-1-6	FB6R27_1_6
FB6R28-1-7	FB6R28_1_7
FB6R29-1-8	FB6R29_1_8
FB6R30-1-9	FB6R30_1_9
FB6R31-2-1	FB6R31_2_1
FB6R32-4-1	FB6R32_4_1
FB6R33-4-2	FB6R33_4_2
FB6R34-4-3	FB6R34_4_3
FB6R35-4-4	FB6R35_4_4
FB6R36-4-5	FB6R36_4_5
FB6R37-5-1	FB6R37_5_1
FB6R38-5-2	FB6R38_5_2
FB6R39-5-3	FB6R39_5_3
FB6R40-6-1	FB6R40_6_1
VA01H-1	VA01H_1
VA03B-171	VA03B_171
VA03B-176	VA03B_176
VA03B-183	VA03B_183
VA03B-25	VA03B_25
VA03B-44	VA03B_44
VA03B-58	VA03B_58
VA03B-59	VA03B_59
VA03H-100	VA03H_100
VA03H-58	VA03H_58
VA03H-64	VA03H_64
VA04B-106	VA04B_106
VA04B-120	VA04B_120
VA04B-125	VA04B_125
VA04B-127	VA04B_127
VA04B-178	VA04B_178
VA04B-180	VA04B_180
VA04B-29	VA04B_29
VA04B-53	VA04B_53
VA04B-54	VA04B_54
VA04B-62	VA04B_62
VA04B-7	VA04B_7
VA04B-8	VA04B_8
VA04B-83	VA04B_83
VA04B-86	VA04B_86
VA04B-88	VA04B_88
VA04B-93	VA04B_93
VA04B-95	VA04B_95
VA04B-99	VA04B_99
VA04H-111	VA04H_111
VA04H-112	VA04H_112
VA04H-113	VA04H_113
VA04H-114	VA04H_114
VA04H-122	VA04H_122
VA04H-24	VA04H_24
VA04H-25	VA04H_25
VA04H-26	VA04H_26
VA04H-32	VA04H_32
VA04H-35	VA04H_35
VA04H-53	VA04H_53
VA04H-56	VA04H_56
VA04H-59	VA04H_59
VA04H-86	VA04H_86
VA04H-95	VA04H_95
VA04H-98	VA04H_98
VA05B-104	VA05B_104
VA05B-108	VA05B_108
VA05B-112	VA05B_112
VA05B-120	VA05B_120
VA05B-123	VA05B_123
VA05B-131	VA05B_131
VA05B-138	VA05B_138
VA05B-14	VA05B_14
VA05B-141	VA05B_141
VA05B-145	VA05B_145
VA05B-150	VA05B_150
VA05B-155	VA05B_155
VA05B-21	VA05B_21
VA05B-25	VA05B_25
VA05B-26	VA05B_26
VA05B-43	VA05B_43
VA05B-49	VA05B_49
VA05B-58	VA05B_58
VA05B-74	VA05B_74
VA05B-91	VA05B_91
VA05B-93	VA05B_93
VA05B-97	VA05B_97
VA05H-03	VA05H_03
VA05H-09	VA05H_09
VA05H-107	VA05H_107
VA05H-108	VA05H_108
VA05H-134	VA05H_134
VA05H-139	VA05H_139
VA05H-147	VA05H_147
VA05H-15	VA05H_15
VA05H-179	VA05H_179
VA05H-182	VA05H_182
VA05H-37	VA05H_37
VA05H-45	VA05H_45
VA05H-73	VA05H_73
VA05H-77	VA05H_77
VA05H-120	VA05H_120
CALLAO	CALLAO
DOYCE	DOYCE
NOMINI	NOMINI
PRICE	PRICE
THOROUGHBRED	THOROUGHBRED
VA01H-125	VA01H_125
VA01H-68	VA01H_68
VA03H-61	VA03H_61
VA92-42-46	VA92_42_46
VA96-44-304	VA96_44_304
WYSOR	WYSOR
VA05B-121	VA05B_121
VA05B-73	VA05B_73
VA05H-59	VA05H_59
VA05B-144	VA05B_144
VA05B-148	VA05B_148
VA05B-161	VA05B_161
VA05B-61	VA05B_61
VA05B-64	VA05B_64
VA05B-65	VA05B_65
VA05B-72	VA05B_72
VA05B-95	VA05B_95
VA05B-98	VA05B_98
VA05H-115	VA05H_115
VA05H-157	VA05H_157
VA05H-159	VA05H_159
VA05HDH-212	VA05HDH_212
VA06B-07	VA06B_07
VA06B-19	VA06B_19
VA06B-20	VA06B_20
VA06B-21	VA06B_21
VA06B-26	VA06B_26
VA06B-29	VA06B_29
VA06B-32	VA06B_32
VA06B-37	VA06B_37
VA06B-38	VA06B_38
VA06B-39	VA06B_39
VA06B-41	VA06B_41
VA06B-42	VA06B_42
VA06B-44	VA06B_44
VA06B-55	VA06B_55
VA06B-56	VA06B_56
VA06B-71	VA06B_71
VA06B-72	VA06B_72
VA06B-91	VA06B_91
VA06B-93	VA06B_93
VA06B-94	VA06B_94
VA06H-109	VA06H_109
VA06H-117	VA06H_117
VA06H-121	VA06H_121
VA06H-125	VA06H_125
VA06H-130	VA06H_130
VA06H-131	VA06H_131
VA06H-14	VA06H_14
VA06H-142	VA06H_142
VA06H-15	VA06H_15
VA06H-166	VA06H_166
VA06H-171	VA06H_171
VA06H-173	VA06H_173
VA06H-184	VA06H_184
VA06H-189	VA06H_189
VA06H-190	VA06H_190
VA06H-193	VA06H_193
VA06H-194	VA06H_194
VA06H-2	VA06H_2
VA06H-206	VA06H_206
VA06H-210	VA06H_210
VA06H-218	VA06H_218
VA06H-219	VA06H_219
VA06H-223	VA06H_223
VA06H-224	VA06H_224
VA06H-226	VA06H_226
VA06H-31	VA06H_31
VA06H-35	VA06H_35
VA06H-36	VA06H_36
VA06H-41	VA06H_41
VA06H-45	VA06H_45
VA06H-47	VA06H_47
VA06H-66	VA06H_66
VA06H-7	VA06H_7
VA06H-72	VA06H_72
VA06H-88	VA06H_88
VA06H-93	VA06H_93
VA05B-69	VA05B_69
VA06B-27	VA06B_27
VA06B-28	VA06B_28
VA06B-30	VA06B_30
VA06H-149	VA06H_149
VA06H-18	VA06H_18
VA06H-48	VA06H_48
VA06H-69	VA06H_69
VA06H-8	VA06H_8
VA05H-114	VA05H_114
VA05H-117	VA05H_117
VA05H-131	VA05H_131
VA05H-133	VA05H_133
VA05H-137	VA05H_137
VA05H-142	VA05H_142
VA05H-144	VA05H_144
VA06B-14	VA06B_14
VA06B-25	VA06B_25
VA06B-45	VA06B_45
VA06B-48	VA06B_48
VA06B-52	VA06B_52
VA06B-53	VA06B_53
VA06B-59	VA06B_59
VA06B-60	VA06B_60
VA06B-62	VA06B_62
VA06B-64	VA06B_64
VA06H-107	VA06H_107
VA06H-165	VA06H_165
VA06H-180	VA06H_180
VA06H-182	VA06H_182
VA06H-19	VA06H_19
VA06H-23	VA06H_23
VA06H-25	VA06H_25
VA06H-28	VA06H_28
VA06H-3	VA06H_3
VA06H-30	VA06H_30
VA06H-60	VA06H_60
VA06H-79	VA06H_79
VA06H-81	VA06H_81
VA06H-82	VA06H_82
VA06H-94	VA06H_94
VA06H-95	VA06H_95
VA07B-100	VA07B_100
VA07B-103	VA07B_103
VA07B-104	VA07B_104
VA07B-105	VA07B_105
VA07B-106	VA07B_106
VA07B-107	VA07B_107
VA07B-108	VA07B_108
VA07B-109	VA07B_109
VA07B-113	VA07B_113
VA07B-115	VA07B_115
VA07B-13	VA07B_13
VA07B-15	VA07B_15
VA07B-29	VA07B_29
VA07B-3	VA07B_3
VA07B-30	VA07B_30
VA07B-31	VA07B_31
VA07B-39	VA07B_39
VA07B-4	VA07B_4
VA07B-44	VA07B_44
VA07B-45	VA07B_45
VA07B-46	VA07B_46
VA07B-48	VA07B_48
VA07B-49	VA07B_49
VA07B-52	VA07B_52
VA07B-53	VA07B_53
VA07B-54	VA07B_54
VA07B-55	VA07B_55
VA07B-56	VA07B_56
VA07B-58	VA07B_58
VA07B-59	VA07B_59
VA07B-6	VA07B_6
VA07B-61	VA07B_61
VA07B-62	VA07B_62
VA07B-63	VA07B_63
VA07B-64	VA07B_64
VA07B-7	VA07B_7
VA07B-70	VA07B_70
VA07B-78	VA07B_78
VA07B-79	VA07B_79
VA07B-8	VA07B_8
VA07B-80	VA07B_80
VA07B-81	VA07B_81
VA07B-83	VA07B_83
VA07B-87	VA07B_87
VA07B-90	VA07B_90
VA07B-92	VA07B_92
VA07B-93	VA07B_93
VA07B-98	VA07B_98
VA06H-109SW	VA06H_109SW
VA06H-121SW	VA06H_121SW
VA06H-27WS	VA06H_27WS
VA06H-98SW	VA06H_98SW
VA07B-14	VA07B_14
VA07H-12	VA07H_12
VA07H-15	VA07H_15
VA07H-18WS	VA07H_18WS
VA07H-19	VA07H_19
VA07H-25WS	VA07H_25WS
VA07H-30	VA07H_30
VA07H-80	VA07H_80
VA07H-95	VA07H_95
VA08B-106	VA08B_106
VA08B-107	VA08B_107
VA08B-109	VA08B_109
VA08B-111	VA08B_111
VA08B-114	VA08B_114
VA08B-115	VA08B_115
VA08B-117	VA08B_117
VA08B-133	VA08B_133
VA08B-17	VA08B_17
VA08B-26	VA08B_26
VA08B-37	VA08B_37
VA08B-38	VA08B_38
VA08B-39	VA08B_39
VA08B-54	VA08B_54
VA08B-61	VA08B_61
VA08B-62	VA08B_62
VA08B-71	VA08B_71
VA08B-80	VA08B_80
VA08B-82	VA08B_82
VA08B-84	VA08B_84
VA08B-85	VA08B_85
VA08B-88	VA08B_88
VA08B-89	VA08B_89
VA08B-90	VA08B_90
VA08B-91	VA08B_91
VA08B-94	VA08B_94
VA08B-95	VA08B_95
VA08B-96	VA08B_96
VA08H-14	VA08H_14
VA08H-15	VA08H_15
VA08H-23	VA08H_23
VA08H-24	VA08H_24
VA08H-25	VA08H_25
VA08H-29	VA08H_29
VA08H-31	VA08H_31
VA08H-37	VA08H_37
VA08H-38	VA08H_38
VA08H-3BS	VA08H_3BS
VA08H-43	VA08H_43
VA08H-44	VA08H_44
VA08H-45	VA08H_45
VA08H-46	VA08H_46
VA08H-47	VA08H_47
VA08H-48	VA08H_48
VA08H-51	VA08H_51
VA08H-58WS	VA08H_58WS
VA08H-5BS	VA08H_5BS
VA08H-61BS	VA08H_61BS
VA08H-62	VA08H_62
VA08H-63	VA08H_63
VA08H-64	VA08H_64
VA08H-65	VA08H_65
VA08H-68	VA08H_68
VA08H-72	VA08H_72
VA08H-76	VA08H_76
VA08H-77	VA08H_77
VA08H-79WS	VA08H_79WS
VA08H-8WS	VA08H_8WS
VA08H-9WS	VA08H_9WS
MAJA	MAJA
